original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,target
5942.189043893009,3683110.699779635,-24733.362517834405,1178.1263015266893,378.50012261166944,0.5118768030622503,13.838134432890984,5.168806548842027,182.87150358404,0.1722159638090598,0.0985861282665237,0.9746808425848524,0.9013697214177104,-0.3384201355056767,0.9915261748604232,0.0967735738726117,75.77703086280287,0.0011551433482836,10.030321077689832,0.0052716393920753,6.8231001403028095,389.1566060345897,7.413293565702213,422.3198529411765,0.3881616295415225,1.2067169928633217,18.31801470588235,422.7764710951016,5867.6700367647045,4.301470588235294,31676.636948529413,0.0083813063652089,0.0023572647128908,0.6278723390397826,3266.5765239924103,0.0009092322656817,17.50128325216464,0.0165688114618908,423.5115249422173,5819.014391019193,1.093588362228343,6521.154171953772,0.0025834411074587,0.0023512076453647,6.272189608081128,997.6411251997904,0.94429617003146,0.970800339366516,0.0321010392470596,0.9782368908471152,5656.971117767668,0.0022933619597122,11.201570680628274,0.014661741728571,425.335941997204,5331.20157068063,3.2905759162303663,22882.074607329843,0.0062620892620414,0.0019716098307836,471.9083769633508,0.6176811216797785,0.8136851579825076,4113.572937882003,0.0009517241306829,7.078961920959783,0.7022058823529411,1.2625613332967849,0.0
1128.2286024781122,95440.3336816718,-1258.0480912558628,166.91408336257015,54.69917716635126,0.5055581854364889,5.226825696609518,3.840455659516593,26.845717838498302,0.2901029247540271,0.2000890020503761,0.9880824115722516,0.9300231681986564,-0.1742320954005549,0.8998903106771337,0.2048155110770836,33.16833855816958,0.0029070934129512,8.816889456117533,0.0089166093347519,5.610651622348087,55.40331513223039,6.9641044457953285,280.22633744855966,0.2306389608630121,1.9566529492455416,47.4641975308642,60.90324984335045,1112.477366255144,8.11440329218107,9832.951440329218,0.0102800374229036,0.0031753101593851,0.3959182694949646,412.180383750429,0.0024656582109841,44.23419707359007,0.0386068035615594,62.09270753789141,1107.1427159236614,1.1894391446692572,1334.6259962603087,0.0035040872293192,0.0033034678736732,5.21872733688708,1022.9440016842588,0.8923529974539398,0.9430199430199432,0.0640387477051621,0.9566708652974428,1055.142366794816,0.0032570738839105,19.81174438687392,0.0342171751068634,77.88322430728941,1047.6839378238342,9.442141623488771,11475.747841105354,0.0136947262439363,0.0054086719039471,235.46286701208984,0.4066716183283071,0.6626061493990018,676.182305743133,0.0049554693525473,6.67563911269306,0.4765432098765432,5.038667704725854,1.0
3436.9099900486103,4001670.8759654025,14327.630847755783,1128.2903212035417,237.61313088739448,0.6515322087512343,11.324565076793649,4.930491634722426,106.45598543149472,0.1811532288526449,0.1032455553166167,0.9848554135888892,0.9195627887064004,-0.2214964635052894,0.9664378406914798,0.1066223182505884,56.69360994219889,0.0006321546415199,11.003264188431013,0.0029548662222547,7.001837503690027,341.4758630227345,7.7434667540741025,1242.0423312883436,0.3809945801497986,0.9708984154465732,51.03496932515338,369.1518401144191,3449.4699386503057,3.985276073619632,14290.631288343557,0.0022456464799428,0.0009439060555238,0.6152883205656724,2086.982371967294,0.0007498875575494,49.231533334407466,0.0155418636438673,371.1882637768901,3445.1300098112724,1.0897930168070138,3769.4227882545374,0.0009993387651447,0.000957931293992,6.421245706016388,2994.9403717441155,0.9453656090933512,0.9716847569608305,0.0304837326593137,0.9787599147119824,3369.045158387489,0.0009480225520529,32.94444444444444,0.0145257691553987,396.59002854685536,3407.9766313932982,3.3077601410934743,11603.236331569666,0.0021506996183458,0.0011432814628987,1348.5917107583775,0.5946171564190377,0.7995776234193224,2703.9872521215425,0.0010334974646023,7.370822674491555,0.6957055214723926,1.2416707881140563,1.0
2696.311619992217,630906.9901069024,-8333.493297625257,397.1650445222783,64.23050467423407,0.7162418767217008,5.631010924276472,3.9674978038828,31.493119576322197,0.2853182096577511,0.1973694273690145,0.988406335959224,0.9319018262521296,-0.1888552313714869,0.9235369319338936,0.2037968569024683,51.116657447704064,0.0020767701380403,9.542155839748322,0.0068509180414214,6.149796908455911,115.34888729912798,7.560657736362896,716.3131498470947,0.2190560091275519,2.665440058356479,95.07400611620795,144.85617783763058,2600.5284403669725,9.415902140672785,28796.90275229358,0.0039821950950111,0.0009968616429544,0.4009731315193349,856.429166195599,0.000746157372268,87.04939104772787,0.0283629804578063,148.62840537856425,2571.7605915953845,1.2096608794109829,3209.239560310101,0.0011161596195062,0.0010376362920154,5.761981098876412,2721.309220441186,0.8863558540000839,0.9385321100917432,0.0736050690025888,0.954058558196943,2432.325645563685,0.0010202178608957,32.5822102425876,0.0219556672793716,185.1128243038048,2156.257412398922,19.54177897574124,62625.84097035041,0.0077575090985658,0.0017177359949791,697.4272237196768,0.4699644364687847,0.7128522734148081,1405.9843476737533,0.0015678922526743,7.189834302652675,0.453822629969419,14.686348907665597,1.0
2447.73934006143,1722346.6207646094,5214.183163725717,723.4988064785747,169.4807708603663,0.6195320452633873,9.55314946229707,4.679723653591808,76.11840357970144,0.2008528934525954,0.1186778367248506,0.9836027147412923,0.9167151200943384,-0.2519678801328963,0.9729883820614892,0.1236585020498044,48.05327210146685,0.0010243370623836,10.253284482683268,0.0037258043624151,6.643190578585728,223.2448943347352,7.527544691784098,567.4219512195123,0.345988994646044,1.1930562165377752,32.23170731707317,241.95361354848308,2403.5798780487803,4.642682926829268,10596.066463414634,0.0037989836755405,0.0014149840788523,0.582128747891433,1420.1465532024292,0.0011335965410131,30.936663582057506,0.0195067124641709,244.1969367209544,2407.8193616436483,1.1051962314690882,2647.4300186020264,0.0015105566687057,0.0014405106151365,6.118280231135899,1485.2609997175437,0.93638675186872,0.9670262664165106,0.0355692250196418,0.97514360428651,2351.080301563028,0.0014238319475088,19.8221198156682,0.0182692348531504,266.6195417188728,2433.8009216589858,3.721658986175115,8636.544700460829,0.0035420865959131,0.0017974373662252,622.7069124423963,0.5739234216058953,0.7857714388018167,1914.8665008680896,0.0016515912473803,7.093915985973152,0.6615853658536586,1.4369640468049865,1.0
3372.650500518507,4207317.500036328,10.76847226474652,1186.4204721664016,142.68687233319235,0.7849402500171601,8.758398679287996,4.566985440183191,64.13566892615029,0.2105181553392786,0.1259368582401864,0.9906770574917376,0.9358399806843948,-0.2652179950529567,0.9800214824305852,0.1285431794579117,55.78225612828744,0.000785048157253,10.685346670817664,0.0029875417327518,7.053052464606202,332.2768361248983,7.880121297814907,909.9359570661896,0.3255584819557029,1.2480344084920365,45.44007155635061,358.5759100873333,3312.216457960644,4.962790697674419,14926.466905187835,0.0035164890829464,0.0010536774092732,0.5496661920582185,1913.8311519614103,0.0007517732291474,43.42017458227386,0.016109429051107,362.4411761239192,3323.669110047095,1.1146564349142285,3666.6248641970574,0.0011427500152774,0.0010688536576771,6.4222934310171285,2511.392020060737,0.9315617207521713,0.964331911380212,0.038939433311649,0.973143106197386,3242.614377176307,0.0010515066142281,25.61877828054299,0.0144902592084519,412.859554152761,3450.502828054299,4.347850678733032,13418.266402714931,0.003272340050333,0.0012837220789078,954.1504524886876,0.5396778577424705,0.7631413774238888,2690.6862365730262,0.0011167613837999,7.531739743341192,0.6325581395348837,1.8486616648922007,1.0
2065.0856844654754,286724.3563369328,-5245.145202641575,231.6817879771492,77.53129564994381,0.4963470881154954,5.603709763320785,3.882983565360824,45.64058915922123,0.315663608272148,0.2334858834974341,0.9806685775036608,0.921609550576716,-0.2791433661416992,0.9611547894155044,0.2386850627473361,45.01675381546121,0.0053951027797487,8.045928130007812,0.0191686639473984,5.472748739890528,77.30327090677325,6.794755839727802,115.22101449275362,0.2087337219071624,3.696439823566478,24.768115942028984,108.2318709304768,1985.695652173913,11.318840579710145,27490.05797101449,0.0071853766502847,0.0027365981151234,0.4222536882432568,678.2451940545226,0.0024423912152668,22.15105507738261,0.0430335088368237,111.74769267486084,1955.83808414803,1.2365945531696692,2524.2353069665305,0.003010686870388,0.0029031575451242,5.242652792672676,451.8293874407113,0.8773300330153133,0.9322742474916392,0.0845123853738196,0.949883554534492,1836.4202332476093,0.0028799108411169,8.343396226415095,0.0314845140619437,142.91696689213242,1648.0641509433965,16.135849056603774,38898.354716981135,0.0116323625554897,0.0051639475377144,137.66415094339624,0.5194873620505518,0.7479636344107663,1134.1262389334356,0.0050125913923538,6.276472687090172,0.480072463768116,11.796881452474189,0.0
1379.479290644664,427052.3956658781,-2246.7856265852365,431.90634126995553,67.35381308332161,0.7294866439197671,6.298715099400361,4.0624612702035705,26.9023848138414,0.2484167821463517,0.1591311898625716,0.9830060950654312,0.9115104045735154,-0.2877491799604929,0.9773768954939832,0.1650615212573667,35.89171846962006,0.00189019844572,9.301366853451183,0.0063256405622644,6.245600700972407,124.81503858831918,7.215311168963407,238.08659549228943,0.2824277526598925,1.416178732398132,20.392645314353494,137.29264658080152,1312.0011862396204,5.889679715302491,8990.544483985765,0.0075093706849015,0.002708683113436,0.4899110320284698,575.0555123896137,0.0021170778942654,19.4165450306328,0.024064213333432,137.9817173672932,1302.5708262907456,1.1393738932323734,1515.2229543515298,0.0029295656887182,0.0027832487521751,5.720423092725036,741.1452679272733,0.9183811037590628,0.9571128752623412,0.0473854568525832,0.9677125210191831,1253.595892399653,0.0027494229754383,11.41995841995842,0.0237421172972108,143.15125712630913,1188.147609147609,5.864864864864867,9010.426195426197,0.0085392074051737,0.003901069403294,237.57796257796255,0.4939250781246623,0.7306607781826795,829.656872474489,0.0035492139944206,6.724938265766811,0.5705812574139977,2.793262477254161,1.0
1228.2456274500712,434438.6517603075,-4789.717230495869,402.9961653665724,87.12843233116365,0.6442369709747222,6.970840579855454,4.20720635339603,37.14178580195694,0.2415819669535493,0.1542408608895399,0.97312994715533,0.8939016415812024,-0.3030027933305386,0.9791777216516308,0.1591540193668092,33.900323145844496,0.0023555863441447,9.015496030421009,0.007992900250619,6.082338521643517,122.53114942443403,6.990300430652048,189.79019908116385,0.2906434901702356,1.4125077097340817,17.444104134762632,135.92867880368382,1188.7473200612558,5.756508422664624,8471.797856049005,0.023070336857894,0.0070733894496847,0.4960029434183066,495.357104713376,0.0039229610435856,16.518133545789627,0.0263962781355402,136.60577468801412,1176.7351643566444,1.1346755540388878,1374.1849891477116,0.0077644851220279,0.0071931268798738,5.607483512632822,575.6362521476921,0.9195435932954558,0.9582989751443044,0.04508856259304,0.9682075962995036,1130.3422875107765,0.007051722412296,9.154255319148936,0.0243464237211407,140.3105972725215,1023.9494680851064,5.789893617021277,8609.574468085106,0.0224958966166225,0.0084165382842724,186.47340425531917,0.4959399049343594,0.732103321603464,687.9815065871209,0.0059180095084921,6.595948007509987,0.5758039816232772,2.773759336803983,1.0
5086.782394166834,2139491.680956948,-17386.860647423247,876.7235632625948,112.99566664523624,0.7703757887796031,7.270329680822619,4.274638358114816,58.34109583203374,0.2492023909462744,0.1631975717341773,0.9890087393372304,0.9346815224503362,-0.3068806518644777,0.9847066608733122,0.1691029760841629,69.96921875680857,0.0014824555613703,9.795814861080745,0.005902608628572,6.651978959559532,247.42980747695785,7.647196622363076,384.43669985775256,0.2734258178220146,1.881535949365552,27.0597439544808,285.3525537778552,4929.009246088192,6.724039829302987,40390.7546230441,0.0021840656450511,0.0010791497049697,0.4949001022818378,2149.305305215706,0.000957915607118,25.382189457189675,0.0189261828341246,286.6810173487332,4880.754962500726,1.1530050104984864,5788.470691941464,0.0011535095649234,0.0011215027863548,6.133611215277384,1225.4265868623386,0.913205824904732,0.9538242696137432,0.0527493832662637,0.9653699238240688,4676.390338515374,0.0011141569209363,13.961394769613948,0.0173865439223087,290.02777566690287,4361.039850560399,7.462017434620174,46949.22166874222,0.0028593520040851,0.0017193562621894,415.8293897882938,0.5178448191635042,0.7477742723055251,3139.838855438079,0.0016466024902168,7.163917749270418,0.5711237553342816,4.396247570986136,0.0
